,title,order,body,A,B,C,D,E,resposta,resolucao
21,Questão 157 de Matemática e suas Tecnologias da prova ENEM/2022: (ENEM 2022)Uma montadora de aut,22,"<div class=""dangerous-html""><p style=""text-align:justify"">(ENEM 2022)</p><p style=""text-align:justify"">Uma montadora de automóveis divulgou que oferta a seus clientes mais de 1 000 configurações diferentes de carro, variando o modelo, a motorização, os opcionais e a cor do veículo. Atualmente, ela oferece 7 modelos de carros com 2 tipos de motores: 1.0 e 1.6. Já em relação aos opcionais, existem 3 escolhas possíveis: central multimídia, rodas de liga leve e bancos de couro, podendo o cliente optar por incluir um, dois, três ou nenhum dos opcionais disponíveis.</p><p style=""text-align:justify"">Para ser fiel à divulgação feita, a quantidade mínima de cores que a montadora deverá disponibilizar a seus clientes é</p></div>","<div class=""exercise-answer__content dangerous-html""><p>8.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>9.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>11.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>18.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>24</p></div>",B,"<div><p style=""text-align:justify"">Observe as escolhas:&nbsp;</p><p style=""text-align:center""><img data-filename=""58861"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAxMzozOTozMiArMDAwMDQwMTk4.png""></p><p style=""text-align:justify""><strong>Resposta correta: B</strong></p><p style=""text-align:justify""><br></p></div>"
22,Questão 158 de Matemática e suas Tecnologias da prova ENEM/2022: (ENEM 2022),23,"<div><p style=""text-align:justify"">(ENEM 2022)&nbsp;</p><p style=""text-align:justify"">Dentre as diversas planificações possíveis para o cubo, uma delas é a que se encontra apresentada na Figura 1.</p><p style=""text-align:center""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjoyODo1MiArMDAwMDk3NjU3Mg==.png"" data-filename=""58661""><br></p><p style=""text-align:justify"">Em um cubo, foram pintados, em três de suas faces, quadrados de cor cinza escura, que ocupam um quarto dessas faces, tendo esses três quadrados um vértice em comum, conforme ilustrado na Figura 2.</p><p style=""text-align:center""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjozMDo0NCArMDAwMDg4OTE1MA==.png"" data-filename=""58670""><br></p><p style=""text-align:justify"">A planificação do cubo da Figura 2, conforme o tipo de planificação apresentada na Figura 1, é</p></div>","<div class=""exercise-answer__content dangerous-html""><p><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjozMzo0NiArMDAwMDcwMTQ4Nw==.png"" data-filename=""58677""><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjozNDowMSArMDAwMDc1Njg4Mg==.png"" data-filename=""58678""><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjozNDoxMyArMDAwMDYzMzU3NQ==.png"" data-filename=""58683""><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjozNDoyNCArMDAwMDMyMDk0Mg==.png"" data-filename=""58685""><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjozNDozOCArMDAwMDY4MjMxMA==.png"" data-filename=""58687""><br></p></div>",D,"<div><p><img data-filename=""58862"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAxMzo0MDozNyArMDAwMDcyMTgwMA==.png""></p><p><strong>Resposta Correta: D<br></strong></p><p><br></p></div>"
23,Questão 159 de Matemática e suas Tecnologias da prova ENEM/2022: (ENEM 2022),24,"<div><p style=""text-align:justify"">(ENEM 2022)&nbsp;</p><p style=""text-align:justify"">Cada número que identifica uma agência bancária tem quatro dígitos: N<sub>1</sub>, N<sub>2</sub>, N<sub>3</sub>, N<sub>4</sub> mais um dígito verificador N<sub>5</sub>.</p><p style=""text-align:center""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjozMzowMCArMDAwMDMyOTkzNQ==.png"" data-filename=""58674""><br></p><p style=""text-align:justify"">Todos esses dígitos são números naturais pertencentes ao conjunto {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}. Para a determinação de N5, primeiramente multiplica-se ordenadamente os quatro primeiros dígitos do número da agência por 5, 4, 3 e 2, respectivamente, somam-se os resultados e obtém-se S = 5 N<sub>1</sub>&nbsp;+ 4 N<sub>2</sub>&nbsp;+ 3 N<sub>3</sub> + 2 N<sub>4</sub>.</p><p style=""text-align:justify"">Posteriormente, encontra-se o resto da divisão de S por 11, denotando por R esse resto. Dessa forma, N<sub>5</sub> é a diferença 11 - R.&nbsp;</p><p style=""text-align:justify"">Considere o número de uma agência bancária cujos quatro primeiros dígitos são 0100.</p><p style=""text-align:justify"">Qual é o dígito verificador N<sub>5</sub> dessa agência bancária?</p></div>","<div class=""exercise-answer__content dangerous-html""><p>0</p></div>","<div class=""exercise-answer__content dangerous-html""><p>6</p></div>","<div class=""exercise-answer__content dangerous-html""><p>7</p></div>","<div class=""exercise-answer__content dangerous-html""><p>8</p></div>","<div class=""exercise-answer__content dangerous-html""><p>9</p></div>",C,"<div><p>Observe que</p><p>&nbsp;<img data-size=""1"" data-latex=""N_1=0"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAxMzo0MTo1OCArMDAwMDQwNzI0NQ==.png"">,&nbsp;<img data-size=""1"" data-latex=""N_2%20=%201"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAxMzo0MTo1OCArMDAwMDQ1ODY4MQ==.png"">,&nbsp;<img data-size=""1"" data-latex=""N_3=0"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAxMzo0MTo1OCArMDAwMDUzODk4Nw==.png"">&nbsp;e&nbsp;<img data-size=""1"" data-latex=""N_4=0"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAxMzo0MTo1OCArMDAwMDQ1MzI1OQ==.png""></p><p>Daí, S = 5(0) + 4(1) + 3(0) + 2(0) = 4</p><p>O resto da divisão de S por 11 é 4. Logo,&nbsp;</p><p><img data-size=""1"" data-latex=""N_5%20=%2011%20%20-%204%20=%207"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAxMzo0MTo1OCArMDAwMDQ2ODUxMA==.png""></p><p><strong>Resposta correta: C</strong></p><p><br></p></div>"
24,Questão 160 de Matemática e suas Tecnologias da prova ENEM/2022: (ENEM 2022),25,"<div class=""dangerous-html""><p style=""text-align:justify"">(ENEM 2022)&nbsp;</p><p style=""text-align:justify"">Um casal está reformando a cozinha de casa e decidiu comprar um refrigerador novo. Observando a planta da nova cozinha, desenhada na escala de 1 : 50, notaram que o espaço destinado ao refrigerador tinha 3,8 cm de altura e 1,6 cm de largura. Eles sabem que os fabricantes de refrigeradores indicam que, para um bom funcionamento e fácil manejo na limpeza, esses eletrodomésticos devem ser colocados em espaços que permitam uma distância de, pelo menos, 10 cm de outros móveis ou paredes, tanto na parte superior quanto nas laterais. O casal comprou um refrigerador que caberia no local a ele destinado na nova cozinha, seguindo as instruções do fabricante.</p><p style=""text-align:justify"">Esse refrigerador tem altura e largura máximas, em metro, respectivamente, iguais a</p></div>","<div class=""exercise-answer__content dangerous-html""><p>1,80 e 0,60.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>1,80 e 0,70.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>1,90 e 0,80.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>2,00 e 0,90.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>2,00 e 1,00.</p></div>",A,"<div><p><img data-filename=""58772"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAwMDo1OTo1NyArMDAwMDY0ODY5OQ==.png""></p><p>Altura real do espaço destinado ao refrigerador:</p><p><img data-filename=""58774"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAwMTowMToxOSArMDAwMDQ2MzAx.png""><br></p><p>Largura real do espaço destinado ao refrigerador:</p><p><img data-filename=""58775"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAwMTowMToyNiArMDAwMDY1NTgwOQ==.png""><br></p><p>Altura do refrigerador:</p><p>190 cm - 10 cm = 180 cm</p><p>Largura do refrigerador:</p><p>80 cm - 20 cm = 60 cm</p><p>Resolução fornecida em parceria com Colégio Ari de Sá e SAS Plataforma de Educação<br></p></div>"
25,Questão 161 de Matemática e suas Tecnologias da prova ENEM/2022: (ENEM 2022)Foram convidadas 32,26,"<div class=""dangerous-html""><p style=""text-align:justify"">(ENEM 2022)</p><p style=""text-align:justify"">Foram convidadas 32 equipes para um torneio de futebol, que foram divididas em 8 grupos com 4 equipes, sendo que, dentro de um grupo, cada equipe disputa uma única partida contra cada uma das demais equipes de seu grupo. A primeira e a segunda colocadas de cada grupo seguem para realizar as 8 partidas da próxima fase do torneio, chamada oitavas de final. Os vencedores das partidas das oitavas de final seguem para jogar as 4 partidas das quartas de final. Os vencedores das quartas de final disputam as 2 partidas das semifinais, e os vencedores avançam para a grande final, que define a campeã do torneio.</p><p style=""text-align:justify"">Pelas regras do torneio, cada equipe deve ter um período de descanso de, no mínimo, 3 dias entre dois jogos por ela disputados, ou seja, se um time disputar uma partida, por exemplo, num domingo, só poderá disputar a partida seguinte a partir da quinta-feira da mesma semana.</p><p style=""text-align:justify"">O número mínimo de dias necessários para a realização desse torneio é</p></div>","<div class=""exercise-answer__content dangerous-html""><p>22.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>25.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>28.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>48.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>64.</p></div>",B,"<div class=""dangerous-html""><p>Podemos observar que, em cada grupo, temos, para uma mesma equipe, 3 jogos. Além desses jogos, temos também os seguintes jogos: oitavas, quartas, semifinais e final. Então, o total de jogos é igual a 7 e 6 intervalos (3 dias) entre esses jogos. Logo, o total de dias é 76-3=7+18=25.</p><p><strong>Resposta correta: B</strong></p><p><br><br></p></div>"
26,Questão 162 de Matemática e suas Tecnologias da prova ENEM/2022: (ENEM 2022),27,"<div><p style=""text-align:justify"">(ENEM 2022)&nbsp;</p><p style=""text-align:justify"">Em um jogo de bingo, as cartelas contêm 16 quadrículas dispostas em linhas e colunas. Cada quadrícula tem impresso um número, dentre os inteiros de 1 a 50, sem repetição de número. Na primeira rodada, um número é sorteado, aleatoriamente, dentre os 50 possíveis. Em todas as rodadas, o número sorteado é descartado e não participa dos sorteios das rodadas seguintes. Caso o jogador tenha em sua cartela o número sorteado, ele o assinala na cartela. Ganha o jogador que primeiro conseguir preencher quatro quadrículas que formam uma linha, uma coluna ou uma diagonal, conforme os tipos de situações ilustradas na Figura 1.</p><p style=""text-align:center""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjowOToyOSArMDAwMDQ5MDk2Mw==.png"" data-filename=""58617""><br></p><p style=""text-align:justify"">O jogo inicia e, nas quatro primeiras rodadas, foram sorteados os seguintes números: 03, 27, 07 e 48. Ao final da quarta rodada, somente Pedro possuía uma cartela que continha esses quatro números sorteados, sendo que todos os demais jogadores conseguiram assinalar, no máximo, um desses números em suas cartelas. Observe na Figura 2 o cartão de Pedro após as quatro primeiras rodadas.</p><p style=""text-align:center""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjowOTo0NCArMDAwMDk5NjAzNw==.png"" data-filename=""58619""><br></p><p style=""text-align:justify"">A probabilidade de Pedro ganhar o jogo em uma das duas próximas rodadas é</p></div>","<div class=""exercise-answer__content dangerous-html""><p><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMTozNjozNCArMDAwMDY2ODk5Mw==.png"" data-latex=""%5Cfrac%7B1%7D%7B46%7D+%5Cfrac%7B1%7D%7B45%7D"" data-size=""1""><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMTozNjozNCArMDAwMDk4NDY0Ng==.png"" data-latex=""%5Cfrac%7B1%7D%7B46%7D+%5Cfrac%7B2%7D%7B46%5Ctimes45%7D"" data-size=""1""><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMTozNjozNSArMDAwMDM3MDc3Nw==.png"" data-latex=""%5Cfrac%7B1%7D%7B46%7D+%5Cfrac%7B8%7D%7B46%5Ctimes45%7D"" data-size=""1""><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMTozNjozNSArMDAwMDY5MDMyMA==.png"" data-latex=""%5Cfrac%7B1%7D%7B46%7D+%5Cfrac%7B43%7D%7B46%5Ctimes45%7D"" data-size=""1""><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMTozNjozNSArMDAwMDYyNjc5Mg==.png"" data-latex=""%5Cfrac%7B1%7D%7B46%7D+%5Cfrac%7B49%7D%7B46%5Ctimes45%7D"" data-size=""1""><br></p></div>",E,"<div><p><img data-filename=""58855"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAxMzozMzozOCArMDAwMDY4Mjky.png""></p><p><img data-size=""1"" data-latex=""=%5Cfrac%7B1%7D%7B46%7D%20+%20%5Cfrac%7B45%7D%7B46%20%5Ccdot45%7D%20+%20%5Cfrac%7B2%7D%7B46%20%5Ccdot45%7D%20+%20%5Cfrac%7B2%7D%7B46%20%5Ccdot45%7D%20=%20%5Cfrac%7B1%7D%7B46%7D%20+%20%5Cfrac%7B49%7D%7B46%20%5Ccdot%2045%7D"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAxMzozNzoyNyArMDAwMDg2NDY2NQ==.png""></p><p><strong>Resposta correta: E</strong></p><p><br></p></div>"
27,Questão 163 de Matemática e suas Tecnologias da prova ENEM/2022: (ENEM 2022),28,"<div><p style=""text-align:justify"">(ENEM 2022)&nbsp;</p><p style=""text-align:justify"">O professor de artes orientou seus estudantes a realizarem a seguinte sequência de atividades:</p><p style=""text-align:justify"">• Dobrar uma folha de papel em formato quadrado duas vezes, em sequência, ao longo das linhas tracejadas, conforme ilustrado nas figuras 1 e 2, para obter o papel dobrado, conforme Figura 3.</p><p style=""text-align:center""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjowNjozOCArMDAwMDQxNTExMw==.png"" data-filename=""58608""><br></p><p style=""text-align:justify"">• Em seguida, no papel dobrado da Figura 3, considerar o ponto <i>R</i>, sobre o segmento <i>OM</i>, sendo <i>M</i> o ponto médio do lado do quadrado original, de modo que <i>OR</i> = 1/4 <i>OM</i>, traçar um arco de circunferência de raio medindo 1/2 <i>OM</i> com centro no ponto <i>R</i>, obtendo a Figura 4. Por último, recortar o papel ao longo do arco de circunferência e excluir a parte que contém o setor circular, obtendo o papel dobrado, conforme Figura 5.</p><p style=""text-align:center""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjowNjo1NyArMDAwMDkwMzQyMA==.png"" data-filename=""58609""><br></p><p style=""text-align:justify"">Após desdobrado o papel que restou na Figura 5, a figura plana que os estudantes obterão será</p><p></p></div>","<div class=""exercise-answer__content dangerous-html""><p style=""text-align:left""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjowNzowOSArMDAwMDYxMTMxOQ==.png"" data-filename=""58610""><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p style=""text-align:left""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjowNzozMCArMDAwMDMxNzMy.png"" data-filename=""58611""><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p style=""text-align:left""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjowNzo0NCArMDAwMDk3MzAxNw==.png"" data-filename=""58612""><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p style=""text-align:left""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjowODoxNCArMDAwMDY0NTM3OA==.png"" data-filename=""58613""><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p style=""text-align:left""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjowODozNCArMDAwMDgzMDcxMg==.png"" data-filename=""58614""><br></p></div>",C,"<div><p>Podemos observar, na figura A abaixo, que a parte retirada entre a figura 4 (texto) e a figura 5 (texto) é igual a um setor circular de centro R e um quadrilátero não convexo. Desdobrando a figura 5 (texto) pelas figuras 2 e 1 (texto), obtemos a figura B. que coincidirá com a figura C.</p><p><img data-filename=""58856"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAxMzozNTo1MCArMDAwMDUxNTA3OQ==.png""><br></p><p><strong>Resposta correta: C</strong></p><p>Resolução fornecida em parceria com Colégio Ari de Sá e SAS Plataforma de Educação<br></p></div>"
28,Questão 164 de Matemática e suas Tecnologias da prova ENEM/2022: (ENEM 2022),29,"<div><p style=""text-align:justify"">(ENEM 2022)&nbsp;</p><p style=""text-align:justify"">A esperança de vida ao nascer é o número médio de anos que um indivíduo tende a viver a partir de seu nascimento, considerando dados da população. No Brasil, esse número vem aumentando consideravelmente, como mostra o gráfico.</p><p style=""text-align:center""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjowNToxNiArMDAwMDk0MzI1MA==.png"" data-filename=""58607""><br></p><p style=""text-align:justify"">Pode-se observar que a esperança de vida ao nascer em 2012 foi exatamente a média das registradas nos anos de 2011 e 2013. Suponha que esse fato também ocorreu com a esperança de vida ao nascer em 2013, em relação às esperanças de vida de 2012 e de 2014.&nbsp;</p><p style=""text-align:justify"">Caso a suposição feita tenha sido confirmada, a esperança de vida ao nascer no Brasil no ano de 2014 terá sido, em ano, igual a</p></div>","<div class=""exercise-answer__content dangerous-html""><p>74,23.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>&nbsp;74,51.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>75,07.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>75,23.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>78,49.<br></p></div>",B,"<div><p>Mantendo a ideia da média, temos que 2013 será a média entre os anos de 2012 e 2014.</p><p><img data-size=""1"" data-latex=""74,23%20=%20%5Cfrac%7B73,95%20+%20x%7D%7B2%7D"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAxMzozMTozNyArMDAwMDI1NTY=.png""></p><p><img data-size=""1"" data-latex=""73,95+x=148,46"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAxMzozMTozNiArMDAwMDk4NTE0MA==.png""></p><p><img data-size=""1"" data-latex=""x%20=%20148,46%20-%2073,95"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAxMzozMTozNiArMDAwMDk4MDQ5MA==.png""></p><p><img data-size=""1"" data-latex=""x%20=%2074,51"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAxMzozMTozNyArMDAwMDI0NTA4.png""></p><p><strong>Resposta correta: B</strong></p><p><br></p></div>"
29,Questão 165 de Matemática e suas Tecnologias da prova ENEM/2022: (ENEM 2022),30,"<div><p style=""text-align:justify"">(ENEM 2022)&nbsp;</p><p style=""text-align:justify"">Na figura estão destacadas duas trajetórias sobre a superfície do globo terrestre, descritas ao se percorrer parte dos meridianos 1, 2 e da Linha do Equador, sendo que os meridianos 1 e 2 estão contidos em planos perpendiculares entre si. O plano α é paralelo ao que contém a Linha do Equador.</p><p style=""text-align:center""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMTo1OTo1MCArMDAwMDc4OTg0NA==.png"" data-filename=""58599""><br></p><p style=""text-align:justify"">A vista superior da projeção ortogonal sobre o plano α dessas duas trajetórias é</p></div>","<div class=""exercise-answer__content dangerous-html""><p><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjowMToxMSArMDAwMDcyNTY2Nw==.png"" data-filename=""58600""><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjowMTo0MCArMDAwMDgyMzY=.png"" data-filename=""58601""><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjowMjowMCArMDAwMDI4NzIxMg==.png"" data-filename=""58602""><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjowMjozOCArMDAwMDE0NjQ2OQ==.png"" data-filename=""58604""><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMjowMzoxOSArMDAwMDI1MTQxOQ==.png"" data-filename=""58605""><br></p></div>",E,"<div><p>Observe os pontos A, B, C e D inseridos no globo terrestre. Efetuando-se a projeção ortogonal dos pontos A, B, C, D, N e S, dos meridianos (contidos em planos perpendiculares) e da Linha do Equador, obtemos a figura abaixo.</p><p><img data-filename=""58848"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAxMzoyNTowNiArMDAwMDI1Nzc5OA==.png""></p><p>As trajetórias entre os pontos no globo terrestre, representadas no plano&nbsp;α, estão descritas no item E.</p><p><strong>Resposta correta: E</strong></p><p><br></p></div>"
30,Questão 166 de Matemática e suas Tecnologias da prova ENEM/2022: (ENEM 2022),31,"<div><p style=""text-align:justify"">(ENEM 2022)&nbsp;</p><p style=""text-align:justify"">Nos cinco jogos finais da última temporada, com uma média de 18 pontos por jogo, um jogador foi eleito o melhor do campeonato de basquete. Na atual temporada, cinco jogadores têm a chance de igualar ou melhorar essa média. No quadro estão registradas as pontuações desses cinco jogadores nos quatro primeiros jogos das finais deste ano.</p><p style=""text-align:center""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMCAyMTo1NjoyOCArMDAwMDY1NjQ2OA==.png"" data-filename=""58592""><br></p><p style=""text-align:justify"">O quinto e último jogo será realizado para decidir a equipe campeã e qual o melhor jogador da temporada.</p><p style=""text-align:justify"">O jogador que precisa fazer a menor quantidade de pontos no quinto jogo, para igualar a média de pontos do melhor jogador da temporada passada, é o</p></div>","<div class=""exercise-answer__content dangerous-html""><p>I.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>II.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>III.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>IV.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>V.</p></div>",A,"<div><p style=""text-align:center""><img data-filename=""58776"" src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0yMSAwMTowMjo0MyArMDAwMDg5NDM3MQ==.png""></p><p style=""text-align:justify"">Como o jogador 1 tem a maior soma, precisará de menos pontos para igualar a média de pontos.</p><p style=""text-align:justify""><br></p></div>"
